agent_id,display_name,provider,description,niche_guess,declared_a2a_endpoint,agent_card_url,card_location_type,protocol_version,agent_version,skill_count,skill_names,capabilities,auth_required,verification_status,verification_evidence,discovery_source,discovery_date,notes
"pulser-scrum-master","Pulser Scrum Master","InsightPulseAI","Policy-gated Scrum Master agent for Azure DevOps. Produces daily standups, weekly velocity and DORA rollups, sprint retrospectives, and doctrine-drift scans against the ipai-platform project. Read-hea","PersonalFinance/tax-prep-assistant","https://pulser-scrum-agent.blackstone-0df78186.southeastasia.azurecontainerapps.io/a2a","https://raw.githubusercontent.com/Insightpulseai/odoo/main/agents/pulser-scrum-master/.well-known/agent-card.json","repo_raw_card","0.2.0","0.1.0","4","Daily standup; Weekly velocity and DORA; Sprint retrospective synthesis; Doctrine drift scan","streaming, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/Insightpulseai/odoo/main/agents/pulser-scrum-master/.well-known/agent-card.json","GitHub search","2026-06-11","Insightpulseai/pulser-scrum-master"
"narrativeos-cognitive","narrativeos-cognitive","yuvi","NarrativeOS multi-agent reasoning mesh — narrative intelligence, sentiment analysis, adversarial debate, and confidence-weighted trading signals","ProductivityPersonal/life-admin","https://39dc-150-107-26-188.ngrok-free.app/a2a/v1","https://raw.githubusercontent.com/0xYuvi/NarrativeOS/main/.well-known/agent-card.json","repo_raw_card","0.3.0","0.1.0","1","Financial Narrative Analysis","streaming, pushNotifications","unknown","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/0xYuvi/NarrativeOS/main/.well-known/agent-card.json","GitHub search","2026-06-11","NarrativeOS"
"openagreements","OpenAgreements","OpenAgreements","Fill legal agreement templates (NDAs, SAFEs, cloud terms, employment) with field values. Returns signed-ready DOCX.","LegalConsumer/contract-simplify","https://openagreements.org/api/a2a","https://raw.githubusercontent.com/open-agreements/open-agreements/main/site/.well-known/agent-card.json","repo_raw_card","1.0","1.0.0","2","Fill Legal Template; List Available Templates","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/open-agreements/open-agreements/main/site/.well-known/agent-card.json","GitHub search","2026-06-11","open-agreements"
"hive-civilization-gateway","Hive Civilization Gateway","Hive Agent IQ / TheHiveryIQ","The full-stack economic and social infrastructure for autonomous AI agents. 70+ services, 24+ live microservices, 13 layers, $0 VC, 1 founder (Steve Rotzin). Issue W3C DIDs, settle payments across 4 r","HomeFamily/pet-care","https://hivegate.onrender.com","https://raw.githubusercontent.com/srotzin/hiveforge/main/public/a2a-agent-card.json","live_well_known","0.3.0","1.0.0","11","DID Issuance; Credential Verification; USDC Settlement; USAD Stealth Settlement; Agent Hiring — HiveRide; Financial Modeling — HiveFin; Real Estate Analysis — HiveRE; Bounty Claiming; Agent Messaging — HiveMsg; Carbon Emissions Metering — HiveCarbon; Agent Liability Insurance — HiveInsure","streaming, pushNotifications, stateTransitionHistory","none","verified_live_card","Repo card + live well-known confirmed at https://hivegate.onrender.com/.well-known/agent-card.json","GitHub search","2026-06-11","hiveforge"
"mhrsntrk-com","mhrsntrk.com","Mahir Senturk","Personal website of Mahir Senturk. Provides agent-readable content: blog posts on self-sovereign identity, eIDAS, homelab and engineering topics, served as clean markdown with attribution metadata.","ProductivityPersonal/life-admin","https://mhrsntrk.com/api/markdown","https://raw.githubusercontent.com/mhrsntrk/mhrsntrk.com/main/public/.well-known/agent-card.json","live_well_known","0.3.0","1.0.0","3","Blog post index as markdown; Single blog post as markdown; LLM-friendly site overview","","none","verified_live_card","Repo card + live well-known confirmed at https://mhrsntrk.com/.well-known/agent-card.json","GitHub search","2026-06-11","mhrsntrk.com"
"slop-detector","Slop Detector","Slop Detector","Score any landing page against the AI-design-slop fingerprint. Deterministic, weighted 0-100 scoring on real headless Chromium, plus an AEO axis (can AI engines read & cite a page). Open source, MIT.","LegalConsumer/contract-simplify","https://slop-detect.com","https://raw.githubusercontent.com/ravidsrk/slop-detect/main/packages/web/public/.well-known/agent-card.json","live_well_known","0.2.0","0.7.0","4","Scan page for design slop; Check AEO readability; Check design-system compliance; Build a de-slop fix prompt","","none","verified_live_card","Repo card + live well-known confirmed at https://slop-detect.com/.well-known/agent-card.json","GitHub search","2026-06-11","slop-detect"
"echo-agent","echo_agent","Bindu/echo-agent","A basic echo agent for quick testing.","ProductivityPersonal/life-admin","http://localhost","https://raw.githubusercontent.com/GetBindu/Bindu/main/scripts/dryrun-fixtures/echo-agent/agent-card.json","repo_raw_card","1.0.0","2026.12.6.dev74+g7bc46c0bc.d20260412","2","question-answering; pdf-processing","extensions","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/GetBindu/Bindu/main/scripts/dryrun-fixtures/echo-agent/agent-card.json","GitHub search","2026-06-11","Bindu/echo-agent"
"ai-platform-engineer","AI Platform Engineer","agntcy-oasf-card","An AI Platform Engineer is a multi-agent system designed to manage operations across various tools such as ArgoCD, Jira, GitHub, PagerDuty, and Slack. Each tool has its own agent that handles specific","ProductivityPersonal/life-admin","http://localhost:8000/","https://raw.githubusercontent.com/sriaradhyula/generate-agntcy-oasf-card/main/.well-known/agent.json","repo_raw_card","0.2.6","0.1.0","1","AI Platform Engineer","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/sriaradhyula/generate-agntcy-oasf-card/main/.well-known/agent.json","GitHub search","2026-06-11","agntcy-oasf-card"
"agent-hub","Agent Hub","Brain","Trust, obligation, and collaboration infrastructure for AI agents. Structured commitment objects, behavioral profiling, conversation artifacts, thread context, and Ed25519-signed obligation exports. C","SocialCommunity/event-planning-social","https://admin.slate.ceo/oc/brain","https://raw.githubusercontent.com/handsdiff/hub/main/static/.well-known/agent-card.json","repo_raw_card","1.0.0","2.0.0","7","Obligation Lifecycle; Trust Attestation; Collaboration Profiling & Discovery; Conversation Artifacts; Thread Context; Agent Directory & Messaging; Session Events","pushNotifications, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/handsdiff/hub/main/static/.well-known/agent-card.json","GitHub search","2026-06-11","handsdiff/hub"
"spatial-atlas","Spatial Atlas","spatial-atlas","Spatial-aware research agent built on compute-grounded reasoning (CGR). Deterministic spatial scene graphs replace VLM hallucination for field work analysis; entropy-guided model routing and score-dri","HomeFamily/pet-care","https://arun0808-spatial-atlas.hf.space/","https://raw.githubusercontent.com/arunshar/spatial-atlas/main/.well-known/agent-card.json","live_well_known","0.3.0","1.0.0","2","Multimodal Field Research; ML Engineering","streaming","none","verified_live_card","Repo card + live well-known confirmed at https://arun0808-spatial-atlas.hf.space/.well-known/agent-card.json","GitHub search","2026-06-11","spatial-atlas"
"open-archives","Open Archives","Coret Genealogy","Genealogical search agent for the Open Archives archival aggregator. Searches births, deaths, marriages, censuses, and related archival records, full-text page transcriptions of historical documents, ","SocialCommunity/event-planning-social","https://mcp.openarchieven.nl/","https://raw.githubusercontent.com/coret/openarchieven-mcp-server/main/well-known/agent-card.json","live_well_known","0.3.0","1.1.0","22","Search Records; Show Record; Match Record; Find Births; Births N Years Ago; Find Deaths; Find Marriages; List Archives; Record Stats; Source-Type Stats; Event-Type Stats; Comment Stats; Family-Name Stats; First-Name Stats; Profession Stats; Breakdown Stats; Historical Weather; Census Data (1795–1899); Search Transcriptions; Browse Transcriptions; Show Transcription; View Transcription","streaming","none","verified_live_card","Repo card + live well-known confirmed at https://mcp.openarchieven.nl/.well-known/agent-card.json","GitHub search","2026-06-11","openarchieven-mcp"
"gig-hunter-coordinator","Gig-Hunter Coordinator","GIG.MATRIX","Orchestrates lead finding and evaluation.","ProductivityPersonal/life-admin","http://localhost:5001/a2a/v1","https://raw.githubusercontent.com/SKsiddhant/-GIG.MATRIX-/main/backend/.well-known/agent-card.json","repo_raw_card","0.3.0","0.1.0","1","Gig-Hunter Coordinator","streaming, pushNotifications","unknown","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/SKsiddhant/-GIG.MATRIX-/main/backend/.well-known/agent-card.json","GitHub search","2026-06-11","GIG.MATRIX"
"the-website-specification","The Website Specification","Joost de Valk","Read-only agent that answers natural-language questions about The Website Specification — a platform-agnostic checklist of what a good website does. Send a message and the agent searches every spec pa","HomeFamily/pet-care","","https://raw.githubusercontent.com/jdevalk/specification.website/main/public/.well-known/agent-card.json","repo_raw_card","1.0","0.1.0","3","Search the spec; Fetch a spec topic; Audit a website against the spec","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/jdevalk/specification.website/main/public/.well-known/agent-card.json","GitHub search","2026-06-11","specification.website"
"proofof-ai-meok-compliance-attestation-agent","ProofOf.AI — MEOK Compliance Attestation Agent","MEOK AI Labs (CSOAI LTD, UK Companies House 16939677)","Audits AI systems and compliance posture against the EU AI Act, DORA, NIS2, CRA, CSRD, GDPR, HIPAA, SOC 2, ISO 42001 and NIST AI RMF via 15 Python MCP servers. Every Pro-tier audit emits an HMAC-signe","HomeFamily/pet-care","https://proofof.ai","https://www.proofof.ai/.well-known/agent.json","live_well_known","0.3.0","1.0.0","7","EU AI Act compliance audit; DORA ICT-risk audit; NIS2 governance audit; Deepfake & content-authenticity marking (Article 50); Agent security — Guardian for Hives; DPIA / FRIA / IFU / TLPT generators; HMAC-signed attestation issuance + public verification","","api_key","verified_live_card","Fetched parseable Agent Card JSON from live well-known at https://www.proofof.ai/.well-known/agent.json","live domain probe","2026-06-11","proofof.ai"
