[2026-05-24T08:37:36.932Z] GET http://localhost:3000/admin → 307 (12ms, ?B)
[2026-05-24T08:46:25.458Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:46:25.459Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:25.459Z] GET http://localhost:3000/api/admin/payments → 200 (228ms, 43987B)
[2026-05-24T08:46:25.459Z] GET http://localhost:3000/api/admin/agents → 200 (224ms, 28322B)
[2026-05-24T08:46:33.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:46:33.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:33.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:46:33.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:46:34.979Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → pending (?ms, ?B)
[2026-05-24T08:46:34.979Z] GET http://localhost:3000/_next/static/webpack/f7f2d2de6efcfa3c.webpack.hot-update.json → 200 (127ms, 31B)
[2026-05-24T08:46:35.107Z] GET http://localhost:3000/_next/static/webpack/webpack.f7f2d2de6efcfa3c.hot-update.js → 200 (83ms, 1157B)
[2026-05-24T08:46:39.956Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → pending (?ms, ?B)
[2026-05-24T08:46:41.438Z] GET http://localhost:3000/admin → pending (?ms, ?B)
[2026-05-24T08:46:41.455Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:46:41.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:41.455Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:46:41.455Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
